0,0.016974,0.063463,0.12766,0.19421,0.24881,0.28188,0.29007,0.27578,0.24509,0.20542,0.16348,0.12423,0.090548,0.063541,0.043053,0.063541,0.090548,0.12423,0.16348,0.20542,0.24509,0.27578,0.29007,0.28188,0.24881,0.19421,0.12766,0.063463,0.016974
0.016974,0.033191,0.077567,0.13871,0.20182,0.25315,0.2835,0.28974,0.27427,0.24306,0.20333,0.16161,0.1227,0.089386,0.062702,0.042474,0.062702,0.089386,0.1227,0.16161,0.20333,0.24306,0.27427,0.28974,0.2835,0.25315,0.20182,0.13871,0.077567,0.033191
0.063463,0.077567,0.11604,0.16866,0.2222,0.26442,0.28725,0.28812,0.26946,0.2369,0.1971,0.15609,0.11822,0.085978,0.060246,0.040783,0.060246,0.085978,0.11822,0.15609,0.1971,0.2369,0.26946,0.28812,0.28725,0.26442,0.2222,0.16866,0.11604,0.077567
0.12766,0.13871,0.16866,0.20902,0.24881,0.27802,0.2902,0.28359,0.26065,0.22645,0.18689,0.14718,0.11105,0.080558,0.056354,0.038107,0.056354,0.080558,0.11105,0.14718,0.18689,0.22645,0.26065,0.28359,0.2902,0.27802,0.24881,0.20902,0.16866,0.13871
0.19421,0.20182,0.2222,0.24881,0.2733,0.28815,0.28876,0.27427,0.24711,0.21171,0.17302,0.13533,0.10163,0.073493,0.051305,0.034646,0.051305,0.073493,0.10163,0.13533,0.17302,0.21171,0.24711,0.27427,0.28876,0.28815,0.2733,0.24881,0.2222,0.20182
0.24881,0.25315,0.26442,0.27802,0.28815,0.28974,0.27997,0.25879,0.22855,0.19299,0.15609,0.12119,0.090548,0.065251,0.045445,0.030643,0.045445,0.065251,0.090548,0.12119,0.15609,0.19299,0.22855,0.25879,0.27997,0.28974,0.28815,0.27802,0.26442,0.25315
0.28188,0.2835,0.28725,0.2902,0.28876,0.27997,0.26248,0.2369,0.20542,0.17108,0.13698,0.10558,0.078478,0.056354,0.039156,0.026362,0.039156,0.056354,0.078478,0.10558,0.13698,0.17108,0.20542,0.2369,0.26248,0.27997,0.28876,0.2902,0.28725,0.2835
0.29007,0.28974,0.28812,0.28359,0.27427,0.25879,0.2369,0.20961,0.17889,0.14718,0.11675,0.089386,0.066123,0.047323,0.032808,0.022056,0.032808,0.047323,0.066123,0.089386,0.11675,0.14718,0.17889,0.20961,0.2369,0.25879,0.27427,0.28359,0.28812,0.28974
0.27578,0.27427,0.26946,0.26065,0.24711,0.22855,0.20542,0.17889,0.1507,0.1227,0.096566,0.073493,0.054135,0.038628,0.026726,0.017943,0.026726,0.038628,0.054135,0.073493,0.096566,0.1227,0.1507,0.17889,0.20542,0.22855,0.24711,0.26065,0.26946,0.27427
0.24509,0.24306,0.2369,0.22645,0.21171,0.19299,0.17108,0.14718,0.1227,0.09907,0.077457,0.05866,0.043053,0.030643,0.021165,0.014194,0.021165,0.030643,0.043053,0.05866,0.077457,0.09907,0.1227,0.14718,0.17108,0.19299,0.21171,0.22645,0.2369,0.24306
0.20542,0.20333,0.1971,0.18689,0.17302,0.15609,0.13698,0.11675,0.096566,0.077457,0.060246,0.045445,0.033258,0.023623,0.016293,0.010917,0.016293,0.023623,0.033258,0.045445,0.060246,0.077457,0.096566,0.11675,0.13698,0.15609,0.17302,0.18689,0.1971,0.20333
0.16348,0.16161,0.15609,0.14718,0.13533,0.12119,0.10558,0.089386,0.073493,0.05866,0.045445,0.034177,0.024956,0.017698,0.012193,0.008164,0.012193,0.017698,0.024956,0.034177,0.045445,0.05866,0.073493,0.089386,0.10558,0.12119,0.13533,0.14718,0.15609,0.16161
0.12423,0.1227,0.11822,0.11105,0.10163,0.090548,0.078478,0.066123,0.054135,0.043053,0.033258,0.024956,0.018192,0.012886,0.0088711,0.0059364,0.0088711,0.012886,0.018192,0.024956,0.033258,0.043053,0.054135,0.066123,0.078478,0.090548,0.10163,0.11105,0.11822,0.1227
0.090548,0.089386,0.085978,0.080558,0.073493,0.065251,0.056354,0.047323,0.038628,0.030643,0.023623,0.017698,0.012886,0.0091201,0.0062748,0.0041974,0.0062748,0.0091201,0.012886,0.017698,0.023623,0.030643,0.038628,0.047323,0.056354,0.065251,0.073493,0.080558,0.085978,0.089386
0.063541,0.062702,0.060246,0.056354,0.051305,0.045445,0.039156,0.032808,0.026726,0.021165,0.016293,0.012193,0.0088711,0.0062748,0.0043155,0.002886,0.0043155,0.0062748,0.0088711,0.012193,0.016293,0.021165,0.026726,0.032808,0.039156,0.045445,0.051305,0.056354,0.060246,0.062702
0.043053,0.042474,0.040783,0.038107,0.034646,0.030643,0.026362,0.022056,0.017943,0.014194,0.010917,0.008164,0.0059364,0.0041974,0.002886,0.0019297,0.002886,0.0041974,0.0059364,0.008164,0.010917,0.014194,0.017943,0.022056,0.026362,0.030643,0.034646,0.038107,0.040783,0.042474
0.063541,0.062702,0.060246,0.056354,0.051305,0.045445,0.039156,0.032808,0.026726,0.021165,0.016293,0.012193,0.0088711,0.0062748,0.0043155,0.002886,0.0043155,0.0062748,0.0088711,0.012193,0.016293,0.021165,0.026726,0.032808,0.039156,0.045445,0.051305,0.056354,0.060246,0.062702
0.090548,0.089386,0.085978,0.080558,0.073493,0.065251,0.056354,0.047323,0.038628,0.030643,0.023623,0.017698,0.012886,0.0091201,0.0062748,0.0041974,0.0062748,0.0091201,0.012886,0.017698,0.023623,0.030643,0.038628,0.047323,0.056354,0.065251,0.073493,0.080558,0.085978,0.089386
0.12423,0.1227,0.11822,0.11105,0.10163,0.090548,0.078478,0.066123,0.054135,0.043053,0.033258,0.024956,0.018192,0.012886,0.0088711,0.0059364,0.0088711,0.012886,0.018192,0.024956,0.033258,0.043053,0.054135,0.066123,0.078478,0.090548,0.10163,0.11105,0.11822,0.1227
0.16348,0.16161,0.15609,0.14718,0.13533,0.12119,0.10558,0.089386,0.073493,0.05866,0.045445,0.034177,0.024956,0.017698,0.012193,0.008164,0.012193,0.017698,0.024956,0.034177,0.045445,0.05866,0.073493,0.089386,0.10558,0.12119,0.13533,0.14718,0.15609,0.16161
0.20542,0.20333,0.1971,0.18689,0.17302,0.15609,0.13698,0.11675,0.096566,0.077457,0.060246,0.045445,0.033258,0.023623,0.016293,0.010917,0.016293,0.023623,0.033258,0.045445,0.060246,0.077457,0.096566,0.11675,0.13698,0.15609,0.17302,0.18689,0.1971,0.20333
0.24509,0.24306,0.2369,0.22645,0.21171,0.19299,0.17108,0.14718,0.1227,0.09907,0.077457,0.05866,0.043053,0.030643,0.021165,0.014194,0.021165,0.030643,0.043053,0.05866,0.077457,0.09907,0.1227,0.14718,0.17108,0.19299,0.21171,0.22645,0.2369,0.24306
0.27578,0.27427,0.26946,0.26065,0.24711,0.22855,0.20542,0.17889,0.1507,0.1227,0.096566,0.073493,0.054135,0.038628,0.026726,0.017943,0.026726,0.038628,0.054135,0.073493,0.096566,0.1227,0.1507,0.17889,0.20542,0.22855,0.24711,0.26065,0.26946,0.27427
0.29007,0.28974,0.28812,0.28359,0.27427,0.25879,0.2369,0.20961,0.17889,0.14718,0.11675,0.089386,0.066123,0.047323,0.032808,0.022056,0.032808,0.047323,0.066123,0.089386,0.11675,0.14718,0.17889,0.20961,0.2369,0.25879,0.27427,0.28359,0.28812,0.28974
0.28188,0.2835,0.28725,0.2902,0.28876,0.27997,0.26248,0.2369,0.20542,0.17108,0.13698,0.10558,0.078478,0.056354,0.039156,0.026362,0.039156,0.056354,0.078478,0.10558,0.13698,0.17108,0.20542,0.2369,0.26248,0.27997,0.28876,0.2902,0.28725,0.2835
0.24881,0.25315,0.26442,0.27802,0.28815,0.28974,0.27997,0.25879,0.22855,0.19299,0.15609,0.12119,0.090548,0.065251,0.045445,0.030643,0.045445,0.065251,0.090548,0.12119,0.15609,0.19299,0.22855,0.25879,0.27997,0.28974,0.28815,0.27802,0.26442,0.25315
0.19421,0.20182,0.2222,0.24881,0.2733,0.28815,0.28876,0.27427,0.24711,0.21171,0.17302,0.13533,0.10163,0.073493,0.051305,0.034646,0.051305,0.073493,0.10163,0.13533,0.17302,0.21171,0.24711,0.27427,0.28876,0.28815,0.2733,0.24881,0.2222,0.20182
0.12766,0.13871,0.16866,0.20902,0.24881,0.27802,0.2902,0.28359,0.26065,0.22645,0.18689,0.14718,0.11105,0.080558,0.056354,0.038107,0.056354,0.080558,0.11105,0.14718,0.18689,0.22645,0.26065,0.28359,0.2902,0.27802,0.24881,0.20902,0.16866,0.13871
0.063463,0.077567,0.11604,0.16866,0.2222,0.26442,0.28725,0.28812,0.26946,0.2369,0.1971,0.15609,0.11822,0.085978,0.060246,0.040783,0.060246,0.085978,0.11822,0.15609,0.1971,0.2369,0.26946,0.28812,0.28725,0.26442,0.2222,0.16866,0.11604,0.077567
0.016974,0.033191,0.077567,0.13871,0.20182,0.25315,0.2835,0.28974,0.27427,0.24306,0.20333,0.16161,0.1227,0.089386,0.062702,0.042474,0.062702,0.089386,0.1227,0.16161,0.20333,0.24306,0.27427,0.28974,0.2835,0.25315,0.20182,0.13871,0.077567,0.033191
